,顾客编号,1月消费金额,2月消费金额,3月消费金额,4月消费金额,总消费金额
388,388,166.5,42.3,0.0,61.38,270.18
689,689,61.339999999999996,0.0,53.519999999999996,155.27000000000004,270.13
1287,1287,0.0,269.57,0.0,0.0,269.57
1900,1900,0.0,0.0,143.07999999999998,126.33000000000001,269.40999999999997
1058,1058,79.46,0.0,48.0,141.07000000000002,268.53000000000003
506,506,107.12,59.05,0.0,101.99000000000001,268.16
875,875,76.19999999999999,0.0,0.0,191.95000000000005,268.15000000000003
751,751,45.120000000000005,0.0,0.0,223.00000000000003,268.12
1354,1354,0.0,191.60999999999999,76.49,0.0,268.09999999999997
55,55,99.84,0.0,28.78,139.1,267.72
1495,1495,0.0,209.57000000000005,0.0,58.0,267.57000000000005
375,375,142.23,63.24,0.0,60.730000000000004,266.2
19,19,223.06,0.0,0.0,42.900000000000006,265.96000000000004
86,86,197.30000000000004,0.0,0.0,68.46,265.76000000000005
130,130,103.67,44.349999999999994,0.0,117.08000000000001,265.1
1520,1520,0.0,264.96999999999997,0.0,0.0,264.96999999999997
900,900,188.78,39.8,36.01,0.0,264.59
1569,1569,0.0,264.53,0.0,0.0,264.53
591,591,77.80000000000001,0.0,80.58,105.31000000000002,263.69
385,385,72.6,38.879999999999995,27.73,124.27,263.47999999999996
1139,1139,86.22,49.72,113.01,14.4,263.34999999999997
2553,2553,0.0,0.0,0.0,263.20000000000005,263.20000000000005
637,637,90.62,0.0,68.05,103.87,262.54
2362,2362,0.0,0.0,0.0,262.07,262.07
2080,2080,0.0,0.0,94.82,167.14000000000001,261.96000000000004
1228,1228,0.0,88.84,28.2,144.79,261.83
846,846,36.9,93.6,45.6,85.3,261.4
168,168,65.29,80.3,71.13999999999999,44.34,261.07
437,437,166.67,0.0,18.81,75.57000000000001,261.05
1381,1381,0.0,260.0,0.0,0.0,260.0
1611,1611,0.0,259.4,0.0,0.0,259.4
1423,1423,0.0,258.9,0.0,0.0,258.9
1595,1595,0.0,75.49,0.0,182.54000000000002,258.03000000000003
1264,1264,0.0,105.84000000000002,151.10000000000002,0.0,256.94000000000005
1955,1955,0.0,0.0,173.54999999999998,83.22,256.77
1806,1806,0.0,0.0,256.6,0.0,256.6
411,411,52.220000000000006,70.85,42.660000000000004,90.75,256.48
879,879,82.10999999999999,40.47,0.0,132.65,255.23
1534,1534,0.0,255.0,0.0,0.0,255.0
1490,1490,0.0,94.0,0.0,161.0,255.0
162,162,106.50999999999999,0.0,147.92000000000002,0.0,254.43
736,736,88.64999999999999,36.7,81.97,47.0,254.32
1576,1576,0.0,253.88,0.0,0.0,253.88
373,373,143.17000000000002,5.16,90.39999999999999,14.9,253.63000000000002
1043,1043,195.18000000000004,23.58,0.0,34.73,253.49000000000004
2507,2507,0.0,0.0,0.0,253.32000000000002,253.32000000000002
1413,1413,0.0,73.46000000000001,179.8,0.0,253.26000000000002
971,971,132.26,0.0,28.6,92.31999999999998,253.17999999999995
1782,1782,0.0,0.0,181.2,71.66,252.85999999999999
7,7,138.37,0.0,61.49,52.07,251.93
46,46,88.66,12.46,60.629999999999995,89.92999999999998,251.67999999999998
1565,1565,0.0,119.5,6.8,125.3,251.6
827,827,166.85000000000005,0.0,83.43,0.0,250.28000000000006
2110,2110,0.0,0.0,165.4,84.5,249.9
1517,1517,0.0,249.50000000000003,0.0,0.0,249.50000000000003
1953,1953,0.0,0.0,114.22,135.21,249.43
1738,1738,0.0,248.1,0.0,0.0,248.1
1556,1556,0.0,248.01999999999998,0.0,0.0,248.01999999999998
1462,1462,0.0,39.260000000000005,85.00999999999999,123.39,247.66
1011,1011,36.58,25.5,50.61000000000001,134.85000000000002,247.54000000000002
21,21,74.66,111.1,47.76,13.879999999999999,247.39999999999998
980,980,61.339999999999996,0.0,185.98999999999998,0.0,247.32999999999998
670,670,209.46,37.6,0.0,0.0,247.06
2297,2297,0.0,0.0,0.0,246.5,246.5
874,874,11.19,0.0,144.81,90.04,246.04000000000002
1588,1588,0.0,246.0,0.0,0.0,246.0
58,58,126.89999999999999,0.0,0.0,118.93,245.82999999999998
1041,1041,21.939999999999998,29.18,139.70999999999998,54.9,245.73
568,568,38.8,206.8,0.0,0.0,245.60000000000002
1202,1202,170.51000000000002,75.05,0.0,0.0,245.56
1812,1812,0.0,0.0,82.73,162.82,245.55
1743,1743,0.0,84.48999999999998,80.91000000000001,79.72999999999999,245.12999999999997
1318,1318,0.0,102.11,0.0,142.3,244.41000000000003
26,26,184.39,59.7,0.0,0.0,244.08999999999997
1528,1528,0.0,104.60000000000001,74.4,64.69999999999999,243.7
1343,1343,0.0,54.14,86.15,102.83000000000001,243.12000000000003
1371,1371,0.0,243.11,0.0,0.0,243.11
1875,1875,0.0,0.0,242.61,0.0,242.61
754,754,73.01,19.86,0.0,148.77,241.64000000000001
1603,1603,0.0,84.44,93.83000000000001,63.08,241.35000000000002
1630,1630,0.0,240.84000000000003,0.0,0.0,240.84000000000003
1227,1227,0.0,211.32,28.76,0.0,240.07999999999998
1010,1010,18.8,220.63,0.0,0.0,239.43
1008,1008,8.9,29.299999999999997,145.14,55.18,238.51999999999998
1671,1671,0.0,22.54,0.0,215.69,238.23
1573,1573,0.0,237.86000000000004,0.0,0.0,237.86000000000004
1818,1818,0.0,0.0,170.00000000000003,67.57000000000001,237.57000000000005
1623,1623,0.0,216.9,0.0,19.9,236.8
501,501,60.70000000000001,96.46000000000001,34.56999999999999,44.660000000000004,236.39000000000001
1068,1068,181.84000000000003,37.75,0.0,16.259999999999998,235.85000000000002
1869,1869,0.0,0.0,197.61,37.81,235.42000000000002
425,425,111.36,122.96000000000001,0.0,0.0,234.32
1909,1909,0.0,0.0,234.14,0.0,234.14
1107,1107,16.919999999999998,194.44000000000003,0.0,21.7,233.06
1478,1478,0.0,115.98000000000002,117.07,0.0,233.05
1712,1712,0.0,31.900000000000002,63.18000000000001,137.8,232.88000000000002
646,646,27.6,113.73999999999998,29.14,62.10000000000001,232.57999999999998
1523,1523,0.0,231.95000000000005,0.0,0.0,231.95000000000005
622,622,132.89999999999998,0.0,0.0,98.7,231.59999999999997
1511,1511,0.0,231.0,0.0,0.0,231.0
1731,1731,0.0,74.18,93.64999999999999,62.88000000000001,230.70999999999998
2062,2062,0.0,0.0,76.24000000000001,154.42,230.66
1306,1306,0.0,46.95,183.70999999999998,0.0,230.65999999999997
1098,1098,218.63,0.0,11.9,0.0,230.53
1365,1365,0.0,45.66,0.0,184.7,230.35999999999999
837,837,230.04000000000002,0.0,0.0,0.0,230.04000000000002
1846,1846,0.0,0.0,229.79999999999998,0.0,229.79999999999998
1205,1205,42.93000000000001,181.6,4.7,0.0,229.23
1981,1981,0.0,0.0,99.62,129.59,229.21
1648,1648,0.0,228.9,0.0,0.0,228.9
896,896,227.66,0.0,0.0,0.0,227.66
1815,1815,0.0,0.0,226.67999999999998,0.0,226.67999999999998
1136,1136,23.21,190.51000000000002,0.0,12.9,226.62000000000003
1302,1302,0.0,136.6,0.0,89.7,226.3
1232,1232,0.0,121.54,0.0,104.15000000000002,225.69000000000003
2264,2264,0.0,0.0,0.0,225.47000000000003,225.47000000000003
1035,1035,20.94,204.29999999999998,0.0,0.0,225.23999999999998
575,575,156.78000000000003,68.44,0.0,0.0,225.22000000000003
433,433,190.77,0.0,34.3,0.0,225.07
1054,1054,30.9,0.0,40.6,153.25999999999996,224.75999999999996
1247,1247,0.0,93.23999999999998,89.64000000000001,40.6,223.48
1388,1388,0.0,83.10999999999999,120.95000000000002,18.98,223.04
368,368,92.4,52.96,45.99999999999999,31.56,222.92000000000002
387,387,90.03999999999999,0.0,132.67999999999998,0.0,222.71999999999997
910,910,41.1,0.0,148.79999999999998,32.43,222.32999999999998
2119,2119,0.0,0.0,222.0,0.0,222.0
1524,1524,0.0,207.56,13.93,0.0,221.49
1694,1694,0.0,21.590000000000003,0.0,199.73,221.32
1127,1127,71.05,149.47,0.0,0.0,220.51999999999998
1724,1724,0.0,57.13,52.239999999999995,110.94,220.31
2454,2454,0.0,0.0,0.0,220.0,220.0
616,616,100.10000000000001,119.78000000000002,0.0,0.0,219.88000000000002
33,33,219.70000000000005,0.0,0.0,0.0,219.70000000000005
1203,1203,218.6,0.0,0.0,0.0,218.6
973,973,28.0,0.0,81.56,109.0,218.56
620,620,133.01000000000002,0.0,85.52,0.0,218.53000000000003
811,811,37.95,87.83999999999999,74.08000000000001,17.990000000000002,217.86
43,43,55.8,48.83,0.0,113.2,217.82999999999998
1325,1325,0.0,217.46000000000004,0.0,0.0,217.46000000000004
1679,1679,0.0,65.65,151.76,0.0,217.41
264,264,186.94,30.350000000000005,0.0,0.0,217.29
2378,2378,0.0,0.0,0.0,217.01000000000005,217.01000000000005
1751,1751,0.0,11.57,169.34000000000003,35.5,216.41000000000003
1123,1123,63.8,0.0,82.56,69.36,215.72000000000003
2151,2151,0.0,0.0,139.8,75.67,215.47000000000003
578,578,129.29,0.0,27.94,58.17,215.39999999999998
1310,1310,0.0,135.0,0.0,80.14999999999999,215.14999999999998
748,748,33.8,128.8,0.0,52.4,215.00000000000003
1538,1538,0.0,214.60000000000002,0.0,0.0,214.60000000000002
1346,1346,0.0,15.3,198.64,0.0,213.94
465,465,51.03,113.22,0.0,49.41,213.66
1688,1688,0.0,184.62,0.0,28.5,213.12
95,95,36.84,62.16,63.36000000000001,50.629999999999995,212.99
1237,1237,0.0,212.98,0.0,0.0,212.98
789,789,110.38999999999999,0.0,102.4,0.0,212.79
1292,1292,0.0,177.23000000000002,28.830000000000005,6.72,212.78000000000003
1268,1268,0.0,62.85000000000001,25.96,123.53,212.34
697,697,88.28999999999999,0.0,78.5,45.5,212.29
2230,2230,0.0,0.0,0.0,211.82000000000002,211.82000000000002
434,434,83.74,58.8,35.4,33.7,211.64
991,991,79.77999999999999,131.65,0.0,0.0,211.43
1925,1925,0.0,0.0,211.39999999999998,0.0,211.39999999999998
570,570,210.79999999999998,0.0,0.0,0.0,210.79999999999998
664,664,19.5,0.0,41.4,149.67000000000004,210.57000000000005
1787,1787,0.0,0.0,133.02999999999997,77.1,210.12999999999997
104,104,91.38,0.0,118.69000000000001,0.0,210.07
357,357,150.54999999999998,0.0,59.24,0.0,209.79
1386,1386,0.0,90.63,118.17000000000002,0.0,208.8
424,424,208.58999999999997,0.0,0.0,0.0,208.58999999999997
711,711,208.03,0.0,0.0,0.0,208.03
2005,2005,0.0,0.0,34.400000000000006,173.20000000000002,207.60000000000002
519,519,129.6,0.0,77.4,0.0,207.0
922,922,120.62,0.0,0.0,86.0,206.62
1016,1016,135.8,0.0,70.74,0.0,206.54000000000002
527,527,149.89999999999998,0.0,43.4,13.239999999999998,206.54
1685,1685,0.0,206.0,0.0,0.0,206.0
313,313,27.5,100.61999999999999,77.81,0.0,205.93
1587,1587,0.0,205.8,0.0,0.0,205.8
1766,1766,0.0,205.39999999999998,0.0,0.0,205.39999999999998
301,301,107.09000000000002,97.60000000000001,0.0,0.0,204.69000000000003
1351,1351,0.0,204.4,0.0,0.0,204.4
1892,1892,0.0,0.0,204.06000000000003,0.0,204.06000000000003
1330,1330,0.0,154.47,34.7,14.100000000000001,203.27
2458,2458,0.0,0.0,0.0,203.2,203.2
740,740,6.0,79.81,21.43,95.32,202.56
327,327,96.33,0.0,74.9,31.15,202.38000000000002
915,915,130.10000000000002,0.0,38.279999999999994,33.9,202.28000000000003
1272,1272,0.0,73.38,128.67000000000002,0.0,202.05
1719,1719,0.0,60.370000000000005,141.54000000000002,0.0,201.91000000000003
1210,1210,201.78,0.0,0.0,0.0,201.78
531,531,62.22999999999999,139.4,0.0,0.0,201.63
599,599,63.699999999999996,81.97999999999999,0.0,55.510000000000005,201.19
1122,1122,95.57000000000001,30.85,0.0,74.33000000000001,200.75000000000003
416,416,200.67,0.0,0.0,0.0,200.67
198,198,102.72,0.0,0.0,97.17000000000002,199.89000000000001
80,80,199.4,0.0,0.0,0.0,199.4
1608,1608,0.0,79.9,119.0,0.0,198.9
1279,1279,0.0,113.17999999999999,84.67999999999999,0.0,197.85999999999999
2508,2508,0.0,0.0,0.0,197.07,197.07
57,57,61.3,76.24999999999999,25.45,33.3,196.29999999999995
1574,1574,0.0,195.35999999999999,0.0,0.0,195.35999999999999
897,897,118.83999999999999,0.0,76.38,0.0,195.21999999999997
657,657,11.97,0.0,0.0,183.19,195.16
228,228,142.27999999999997,30.71,22.15,0.0,195.14
786,786,43.08,82.86000000000001,0.0,69.08,195.02
865,865,72.36000000000001,122.17000000000002,0.0,0.0,194.53000000000003
1761,1761,0.0,47.940000000000005,146.48,0.0,194.42
1309,1309,0.0,194.17000000000002,0.0,0.0,194.17000000000002
247,247,193.97999999999996,0.0,0.0,0.0,193.97999999999996
1263,1263,0.0,193.94,0.0,0.0,193.94
1244,1244,0.0,44.6,29.799999999999997,119.40000000000003,193.80000000000004
310,310,105.66000000000001,0.0,22.3,65.23,193.19
617,617,90.42000000000002,25.62,0.0,76.66000000000001,192.70000000000005
1471,1471,0.0,10.5,28.03,154.14000000000001,192.67000000000002
954,954,64.15,0.0,74.62,53.580000000000005,192.35000000000002
914,914,105.60999999999999,0.0,86.21000000000001,0.0,191.82
1676,1676,0.0,81.24000000000001,11.4,98.88,191.52
595,595,40.81,150.60000000000002,0.0,0.0,191.41000000000003
2185,2185,0.0,0.0,128.97,62.25,191.22
862,862,26.22,100.27000000000001,64.46,0.0,190.95
1691,1691,0.0,190.70000000000002,0.0,0.0,190.70000000000002
1500,1500,0.0,190.5,0.0,0.0,190.5
44,44,100.70000000000002,59.88,29.82,0.0,190.4
1353,1353,0.0,190.2,0.0,0.0,190.2
2464,2464,0.0,0.0,0.0,189.88999999999996,189.88999999999996
1199,1199,41.47,0.0,0.0,148.25000000000003,189.72000000000003
661,661,32.06,83.92,9.81,63.63999999999999,189.43
482,482,104.92,57.70000000000001,26.7,0.0,189.32
1037,1037,57.4,0.0,62.900000000000006,69.0,189.3
1434,1434,0.0,189.13000000000002,0.0,0.0,189.13000000000002
1489,1489,0.0,189.11,0.0,0.0,189.11
281,281,67.3,9.2,30.940000000000005,81.49000000000001,188.93
312,312,188.8,0.0,0.0,0.0,188.8
1046,1046,34.3,77.56,19.9,57.04,188.79999999999998
114,114,188.29,0.0,0.0,0.0,188.29
1150,1150,187.88000000000002,0.0,0.0,0.0,187.88000000000002
933,933,39.82,73.04,74.88,0.0,187.74
1696,1696,0.0,170.60000000000002,17.13,0.0,187.73000000000002
1969,1969,0.0,0.0,187.4,0.0,187.4
36,36,42.72,0.0,0.0,144.1,186.82
1973,1973,0.0,0.0,37.400000000000006,149.03,186.43
1480,1480,0.0,186.3,0.0,0.0,186.3
399,399,185.65,0.0,0.0,0.0,185.65
1889,1889,0.0,0.0,109.27000000000001,76.31,185.58
2036,2036,0.0,0.0,118.97,66.44,185.41
1656,1656,0.0,98.4,86.86,0.0,185.26
331,331,62.589999999999996,0.0,4.8,117.73000000000002,185.12
2237,2237,0.0,0.0,0.0,185.10000000000002,185.10000000000002
1013,1013,151.47,0.0,33.2,0.0,184.67000000000002
1616,1616,0.0,131.82999999999998,0.0,52.800000000000004,184.63
2263,2263,0.0,0.0,0.0,184.57999999999998,184.57999999999998
71,71,173.30999999999997,11.149999999999999,0.0,0.0,184.45999999999998
2364,2364,0.0,0.0,0.0,184.37,184.37
132,132,64.8,119.4,0.0,0.0,184.2
934,934,74.48,0.0,109.17999999999999,0.0,183.66
1708,1708,0.0,183.66,0.0,0.0,183.66
4,4,27.900000000000002,0.0,0.0,154.94000000000003,182.84000000000003
1836,1836,0.0,0.0,158.42,24.349999999999998,182.76999999999998
673,673,117.16,0.0,26.9,38.68,182.74
332,332,182.50000000000006,0.0,0.0,0.0,182.50000000000006
1632,1632,0.0,182.4,0.0,0.0,182.4
965,965,182.14,0.0,0.0,0.0,182.14
1882,1882,0.0,0.0,181.39,0.0,181.39
187,187,149.34,0.0,31.66,0.0,181.0
1543,1543,0.0,180.8,0.0,0.0,180.8
2293,2293,0.0,0.0,0.0,180.65,180.65
1200,1200,48.96000000000001,104.15000000000002,27.5,0.0,180.61
111,111,17.85,0.0,0.0,162.43,180.28
935,935,180.0,0.0,0.0,0.0,180.0
1794,1794,0.0,0.0,33.2,146.72,179.92000000000002
1904,1904,0.0,0.0,179.76,0.0,179.76
1521,1521,0.0,59.36,57.44,62.68,179.48
1188,1188,45.9,53.790000000000006,79.32000000000001,0.0,179.01
1452,1452,0.0,42.7,74.19,61.8,178.69
1120,1120,80.58,98.0,0.0,0.0,178.57999999999998
676,676,76.68,9.7,30.950000000000003,61.08,178.41000000000003
1081,1081,8.39,85.21000000000001,84.50000000000001,0.0,178.10000000000002
788,788,80.92000000000002,0.0,0.0,96.64000000000001,177.56000000000003
947,947,105.45000000000002,0.0,0.0,71.84,177.29000000000002
593,593,24.54,41.09,55.38,56.25,177.26
1291,1291,0.0,122.69000000000003,0.0,54.480000000000004,177.17000000000002
959,959,128.26000000000002,41.01,7.8,0.0,177.07000000000002
1624,1624,0.0,177.0,0.0,0.0,177.0
635,635,176.40000000000003,0.0,0.0,0.0,176.40000000000003
280,280,127.95,48.0,0.0,0.0,175.95
1453,1453,0.0,76.60000000000001,0.0,99.06,175.66000000000003
1359,1359,0.0,175.48000000000002,0.0,0.0,175.48000000000002
1126,1126,84.66,90.10999999999999,0.0,0.0,174.76999999999998
60,60,45.73,31.6,0.0,97.11000000000001,174.44
630,630,117.0,57.199999999999996,0.0,0.0,174.2
476,476,53.86,11.370000000000001,67.15,41.650000000000006,174.03
625,625,111.25,0.0,62.489999999999995,0.0,173.74
2105,2105,0.0,0.0,67.37,106.05000000000001,173.42000000000002
330,330,38.72,0.0,66.67,67.72999999999999,173.12
2201,2201,0.0,0.0,0.0,172.7,172.7
490,490,29.700000000000003,142.84,0.0,0.0,172.54000000000002
129,129,172.51999999999998,0.0,0.0,0.0,172.51999999999998
1474,1474,0.0,172.20000000000002,0.0,0.0,172.20000000000002
470,470,43.5,77.8,0.0,50.9,172.2
662,662,171.59,0.0,0.0,0.0,171.59
1129,1129,56.24999999999999,0.0,8.9,106.19999999999999,171.34999999999997
417,417,171.23,0.0,0.0,0.0,171.23
103,103,137.43,0.0,33.730000000000004,0.0,171.16000000000003
248,248,171.08,0.0,0.0,0.0,171.08
1486,1486,0.0,146.12,0.0,24.89,171.01
1239,1239,0.0,34.150000000000006,129.20999999999998,7.6,170.95999999999998
2159,2159,0.0,0.0,70.19,100.53,170.72
1668,1668,0.0,94.6,75.94000000000001,0.0,170.54000000000002
140,140,170.41000000000003,0.0,0.0,0.0,170.41000000000003
1628,1628,0.0,170.39999999999998,0.0,0.0,170.39999999999998
1030,1030,27.2,74.16000000000001,0.0,68.82,170.18
191,191,54.6,25.9,89.6,0.0,170.1
2168,2168,0.0,0.0,169.74,0.0,169.74
1436,1436,0.0,105.8,63.8,0.0,169.6
268,268,81.85,0.0,87.15,0.0,169.0
1198,1198,39.120000000000005,0.0,8.82,121.02,168.96
1529,1529,0.0,168.8,0.0,0.0,168.8
634,634,133.06,35.540000000000006,0.0,0.0,168.60000000000002
1254,1254,0.0,78.1,0.0,90.37,168.47
1266,1266,0.0,102.65,65.8,0.0,168.45
1896,1896,0.0,0.0,109.75000000000001,58.55000000000001,168.3
1498,1498,0.0,129.9,38.4,0.0,168.3
665,665,98.6,58.8,0.0,10.9,168.29999999999998
1368,1368,0.0,93.29,32.58,42.3,168.17000000000002
2262,2262,0.0,0.0,0.0,168.1,168.1
2162,2162,0.0,0.0,98.10000000000001,69.73,167.83
486,486,167.67000000000002,0.0,0.0,0.0,167.67000000000002
1002,1002,124.5,0.0,0.0,43.029999999999994,167.53
978,978,26.79,36.76,19.6,84.33,167.48000000000002
1535,1535,0.0,125.7,41.6,0.0,167.3
941,941,88.3,78.44,0.0,0.0,166.74
1372,1372,0.0,60.13,106.53,0.0,166.66
878,878,102.73000000000002,0.0,35.54,28.33,166.60000000000002
325,325,85.89,0.0,0.0,80.61000000000001,166.5
1375,1375,0.0,165.4,0.0,0.0,165.4
1135,1135,103.63,61.63000000000001,0.0,0.0,165.26
362,362,164.60000000000002,0.0,0.0,0.0,164.60000000000002
2072,2072,0.0,0.0,49.0,115.5,164.5
244,244,73.66,0.0,14.34,76.04,164.04000000000002
2373,2373,0.0,0.0,0.0,163.82,163.82
909,909,96.0,67.7,0.0,0.0,163.7
600,600,50.8,100.60000000000001,11.899999999999999,0.0,163.3
1438,1438,0.0,163.3,0.0,0.0,163.3
2582,2582,0.0,0.0,0.0,163.20000000000002,163.20000000000002
1499,1499,0.0,162.90000000000003,0.0,0.0,162.90000000000003
1503,1503,0.0,162.4,0.0,0.0,162.4
1300,1300,0.0,162.39,0.0,0.0,162.39
809,809,103.12,58.93,0.0,0.0,162.05
1993,1993,0.0,0.0,61.6,100.28,161.88
1600,1600,0.0,161.82,0.0,0.0,161.82
207,207,70.38000000000001,0.0,84.49000000000001,6.92,161.79
755,755,53.949999999999996,0.0,65.03999999999999,42.599999999999994,161.58999999999997
511,511,45.0,0.0,0.0,116.21,161.20999999999998
2019,2019,0.0,0.0,87.05,73.84,160.89
883,883,148.53,0.0,0.0,11.4,159.93
1163,1163,95.00000000000001,64.02,0.0,0.0,159.02
859,859,131.39,27.37,0.0,0.0,158.76
188,188,158.34000000000003,0.0,0.0,0.0,158.34000000000003
656,656,118.05999999999999,0.0,40.28,0.0,158.33999999999997
970,970,158.24,0.0,0.0,0.0,158.24
1334,1334,0.0,19.6,0.0,138.5,158.1
1780,1780,0.0,0.0,158.0,0.0,158.0
1101,1101,157.90000000000003,0.0,0.0,0.0,157.90000000000003
1659,1659,0.0,157.8,0.0,0.0,157.8
2123,2123,0.0,0.0,31.63,126.16000000000003,157.79000000000002
1542,1542,0.0,132.1,8.9,16.75,157.75
1866,1866,0.0,0.0,157.62,0.0,157.62
1699,1699,0.0,77.0,80.4,0.0,157.4
1439,1439,0.0,41.5,115.76,0.0,157.26
2063,2063,0.0,0.0,156.73000000000002,0.0,156.73000000000002
409,409,41.67,27.64,0.0,87.38,156.69
1878,1878,0.0,0.0,156.62,0.0,156.62
299,299,156.50000000000003,0.0,0.0,0.0,156.50000000000003
860,860,18.0,138.35000000000002,0.0,0.0,156.35000000000002
1962,1962,0.0,0.0,95.33,60.599999999999994,155.93
1271,1271,0.0,155.65,0.0,0.0,155.65
2433,2433,0.0,0.0,0.0,155.55999999999997,155.55999999999997
1192,1192,79.9,75.64999999999999,0.0,0.0,155.55
1290,1290,0.0,101.4,54.099999999999994,0.0,155.5
2371,2371,0.0,0.0,0.0,155.41,155.41
1922,1922,0.0,0.0,155.19,0.0,155.19
832,832,154.68000000000004,0.0,0.0,0.0,154.68000000000004
1389,1389,0.0,132.79999999999998,0.0,21.599999999999998,154.39999999999998
230,230,154.3,0.0,0.0,0.0,154.3
1858,1858,0.0,0.0,49.010000000000005,105.24000000000001,154.25
2210,2210,0.0,0.0,0.0,154.21000000000004,154.21000000000004
321,321,61.25,0.0,92.58999999999999,0.0,153.83999999999997
861,861,153.35000000000002,0.0,0.0,0.0,153.35000000000002
1039,1039,153.20000000000002,0.0,0.0,0.0,153.20000000000002
1979,1979,0.0,0.0,93.31,59.57,152.88
122,122,75.18,41.540000000000006,36.11,0.0,152.83
1373,1373,0.0,152.6,0.0,0.0,152.6
131,131,152.50000000000003,0.0,0.0,0.0,152.50000000000003
442,442,52.83,22.700000000000003,58.599999999999994,17.7,151.82999999999998
2462,2462,0.0,0.0,0.0,151.8,151.8
1938,1938,0.0,0.0,57.629999999999995,93.83,151.45999999999998
982,982,41.99,0.0,109.4,0.0,151.39000000000001
1099,1099,73.7,0.0,0.0,77.67,151.37
1265,1265,0.0,150.98999999999998,0.0,0.0,150.98999999999998
2125,2125,0.0,0.0,150.44,0.0,150.44
6,6,23.990000000000002,65.67,11.5,49.14,150.3
1167,1167,32.9,0.0,0.0,117.19999999999999,150.1
2042,2042,0.0,0.0,101.96,48.06000000000001,150.02
485,485,31.73,118.2,0.0,0.0,149.93
1466,1466,0.0,149.85,0.0,0.0,149.85
361,361,90.4,59.3,0.0,0.0,149.7
1508,1508,0.0,149.69000000000003,0.0,0.0,149.69000000000003
459,459,96.1,11.9,0.0,41.63999999999999,149.64
367,367,116.28,0.0,0.0,33.07,149.35
1100,1100,61.339999999999996,0.0,87.73,0.0,149.07
674,674,148.8,0.0,0.0,0.0,148.8
1214,1214,148.8,0.0,0.0,0.0,148.8
546,546,53.81,59.76,35.23,0.0,148.79999999999998
892,892,148.67000000000002,0.0,0.0,0.0,148.67000000000002
1572,1572,0.0,86.4,39.730000000000004,22.38,148.51000000000002
1870,1870,0.0,0.0,147.99,0.0,147.99
594,594,147.99,0.0,0.0,0.0,147.99
273,273,74.5,73.30000000000001,0.0,0.0,147.8
1665,1665,0.0,147.72,0.0,0.0,147.72
881,881,99.63,12.620000000000001,5.5,29.869999999999997,147.62
562,562,2.9,121.56,18.9,4.21,147.57000000000002
647,647,94.22,31.899999999999995,0.0,21.190000000000005,147.31
867,867,102.69999999999999,0.0,0.0,44.47,147.17
1703,1703,0.0,50.8,95.7,0.0,146.5
535,535,146.2,0.0,0.0,0.0,146.2
1840,1840,0.0,0.0,145.49,0.0,145.49
1323,1323,0.0,44.66,100.80000000000001,0.0,145.46
1051,1051,128.99,16.34,0.0,0.0,145.33
333,333,145.3,0.0,0.0,0.0,145.3
1352,1352,0.0,145.27999999999997,0.0,0.0,145.27999999999997
1592,1592,0.0,145.14000000000001,0.0,0.0,145.14000000000001
1454,1454,0.0,113.5,0.0,31.28,144.78
667,667,144.70000000000002,0.0,0.0,0.0,144.70000000000002
1715,1715,0.0,76.61,0.0,67.61999999999999,144.23
246,246,144.03,0.0,0.0,0.0,144.03
2303,2303,0.0,0.0,0.0,143.64,143.64
1137,1137,56.6,87.0,0.0,0.0,143.6
1778,1778,0.0,0.0,143.5,0.0,143.5
1176,1176,7.18,60.49999999999999,0.0,75.45,143.13
1305,1305,0.0,93.34999999999998,49.440000000000005,0.0,142.79
988,988,40.19,0.0,25.74,76.85000000000001,142.78
569,569,3.0,50.48,77.66000000000001,11.59,142.73000000000002
1627,1627,0.0,142.51000000000002,0.0,0.0,142.51000000000002
560,560,142.42000000000002,0.0,0.0,0.0,142.42000000000002
1245,1245,0.0,141.8,0.0,0.0,141.8
1249,1249,0.0,141.70000000000002,0.0,0.0,141.70000000000002
1019,1019,70.71,0.0,0.0,70.9,141.61
1934,1934,0.0,0.0,141.57999999999998,0.0,141.57999999999998
1949,1949,0.0,0.0,141.46,0.0,141.46
66,66,141.38,0.0,0.0,0.0,141.38
1274,1274,0.0,141.3,0.0,0.0,141.3
719,719,32.6,0.0,0.0,108.52000000000001,141.12
1874,1874,0.0,0.0,69.44,71.36,140.8
1974,1974,0.0,0.0,140.7,0.0,140.7
1701,1701,0.0,104.5,35.8,0.0,140.3
812,812,41.4,98.89,0.0,0.0,140.29
394,394,140.2,0.0,0.0,0.0,140.2
2442,2442,0.0,0.0,0.0,140.1,140.1
1915,1915,0.0,0.0,139.91999999999996,0.0,139.91999999999996
1131,1131,20.91,119.00000000000001,0.0,0.0,139.91000000000003
2134,2134,0.0,0.0,79.60000000000001,60.199999999999996,139.8
1602,1602,0.0,108.99000000000004,30.52,0.0,139.51000000000005
5,5,57.599999999999994,0.0,33.5,48.34,139.44
1994,1994,0.0,0.0,139.20000000000002,0.0,139.20000000000002
1484,1484,0.0,139.2,0.0,0.0,139.2
923,923,70.39999999999999,0.0,0.0,68.45,138.85
350,350,57.4,0.0,47.13,34.3,138.82999999999998
564,564,62.82999999999999,0.0,75.9,0.0,138.73
2344,2344,0.0,0.0,0.0,138.66,138.66
906,906,17.8,0.0,120.59,0.0,138.39000000000001
